瘤痢,瘤痢疙,老矫,扁柯(∑C),浅加(m/s),老荤(MJ/m2),瘤搁柯档(∑C)
156,堡林,2022-10-05 16:00,20,1.3,1.77,26
156,堡林,2022-10-05 17:00,19.4,2.4,1.01,20.5
156,堡林,2022-10-05 18:00,17.2,1.3,.3,17.6
156,堡林,2022-10-05 19:00,15.7,1.2,.05,15.8
156,堡林,2022-10-05 20:00,15.4,1,,15.7
156,堡林,2022-10-05 21:00,15.5,.5,,16
156,堡林,2022-10-05 22:00,14.8,1.2,,15.6
156,堡林,2022-10-05 23:00,14.6,1,,15.1
156,堡林,2022-10-06 00:00,15,.3,,15.6
156,堡林,2022-10-06 01:00,14.4,.5,,15.6
156,堡林,2022-10-06 02:00,14.5,1.1,,15.5
156,堡林,2022-10-06 03:00,14.9,.7,,15.5
156,堡林,2022-10-06 04:00,14.7,.3,,15.5
156,堡林,2022-10-06 05:00,14.7,.3,,15.6
156,堡林,2022-10-06 06:00,14.5,0,,15.6
156,堡林,2022-10-06 07:00,14.2,.3,.07,14.4
156,堡林,2022-10-06 08:00,14.9,.1,.5,14.8
156,堡林,2022-10-06 09:00,16.9,.5,1.15,19.5
156,堡林,2022-10-06 10:00,18.5,.6,2.09,26.8
156,堡林,2022-10-06 11:00,19.6,.8,2.16,28.5
156,堡林,2022-10-06 12:00,19.9,.8,2.28,30.6
156,堡林,2022-10-06 13:00,20.3,1,2.29,29.9
156,堡林,2022-10-06 14:00,20.7,.7,1.65,27.6
156,堡林,2022-10-06 15:00,20.7,1.2,1.24,26
156,堡林,2022-10-06 16:00,19.7,1.6,.83,23
156,堡林,2022-10-06 17:00,18.3,.8,.32,20
156,堡林,2022-10-06 18:00,17.5,1.1,.12,18.5
156,堡林,2022-10-06 19:00,17.1,.7,.06,17.5
156,堡林,2022-10-06 20:00,16.5,1.3,,16.9
156,堡林,2022-10-06 21:00,16.4,1.1,,16.5
156,堡林,2022-10-06 22:00,16.2,1,,16.3
156,堡林,2022-10-06 23:00,16.1,.8,,16.2
156,堡林,2022-10-07 00:00,15.8,.2,,16
156,堡林,2022-10-07 01:00,15.8,.8,,15.6
156,堡林,2022-10-07 02:00,15.7,.4,,15.5
156,堡林,2022-10-07 03:00,15.6,.8,,15.1
156,堡林,2022-10-07 04:00,15.4,.6,,14.9
156,堡林,2022-10-07 05:00,15.3,.8,,14.7
156,堡林,2022-10-07 06:00,14.8,.2,,14.5
156,堡林,2022-10-07 07:00,15.2,.5,.06,14.6
156,堡林,2022-10-07 08:00,15.7,1.4,.19,15.8
156,堡林,2022-10-07 09:00,16.9,1.6,.76,19.7
156,堡林,2022-10-07 10:00,17.7,1.5,1.98,26.6
156,堡林,2022-10-07 11:00,18.6,2.3,1.59,27.6
156,堡林,2022-10-07 12:00,17.9,2.8,2.4,27
156,堡林,2022-10-07 13:00,18.6,3.6,2.52,28.7
156,堡林,2022-10-07 14:00,20,2.1,2.63,31.2
156,堡林,2022-10-07 15:00,19.4,2.1,1.88,28.9
156,堡林,2022-10-07 16:00,19.1,2.3,1.52,27.5
156,堡林,2022-10-07 17:00,17.9,1.6,1.07,24
156,堡林,2022-10-07 18:00,16.6,1.4,.27,20.6
156,堡林,2022-10-07 19:00,15.8,.7,.05,19
156,堡林,2022-10-07 20:00,15.7,1.1,,18.1
156,堡林,2022-10-07 21:00,15.1,.9,,17.3
156,堡林,2022-10-07 22:00,14.4,1.6,,16.6
156,堡林,2022-10-07 23:00,14.2,1.1,,16.1
156,堡林,2022-10-08 00:00,14,1.1,,15.6
156,堡林,2022-10-08 01:00,13.7,1,,15.1
156,堡林,2022-10-08 02:00,13.2,1.7,,14.4
156,堡林,2022-10-08 03:00,12.6,1.3,,13.8
156,堡林,2022-10-08 04:00,12.6,1.5,,13.7
156,堡林,2022-10-08 05:00,12.9,1.1,,14
156,堡林,2022-10-08 06:00,12.4,1.3,,13.5
156,堡林,2022-10-08 07:00,12.2,2.4,.08,13.3
156,堡林,2022-10-08 08:00,13.4,1.8,.47,13.8
156,堡林,2022-10-08 09:00,14.9,1.2,1.13,17.8
156,堡林,2022-10-08 10:00,17.1,.6,1.52,22.3
156,堡林,2022-10-08 11:00,19.8,.6,2.39,27.2
156,堡林,2022-10-08 12:00,20.4,1,2.71,30.8
156,堡林,2022-10-08 13:00,20.1,1.1,1.42,27.8
156,堡林,2022-10-08 14:00,19.9,1.5,.34,24
156,堡林,2022-10-08 15:00,19.9,1.2,.8,24.8
156,堡林,2022-10-08 16:00,20.4,1.4,.72,24.6
156,堡林,2022-10-08 17:00,19.8,1.5,.5,23.3
156,堡林,2022-10-08 18:00,18.9,1.2,.18,21.4
156,堡林,2022-10-08 19:00,18.6,1.2,.05,19.8
156,堡林,2022-10-08 20:00,18.3,1,,19.4
156,堡林,2022-10-08 21:00,17.7,1.6,,18.2
156,堡林,2022-10-08 22:00,17.5,1.4,,17.7
156,堡林,2022-10-08 23:00,16.8,0,,17.3
156,堡林,2022-10-09 00:00,16.5,1.2,,17
156,堡林,2022-10-09 01:00,16.4,.7,,16.8
156,堡林,2022-10-09 02:00,15.7,1.7,,16.7
156,堡林,2022-10-09 03:00,15.7,.9,,16.6
156,堡林,2022-10-09 04:00,15.6,.5,,16.5
156,堡林,2022-10-09 05:00,14.1,1.6,,16.3
156,堡林,2022-10-09 06:00,13.3,1.5,,15.9
156,堡林,2022-10-09 07:00,13,2.5,.06,15.6
156,堡林,2022-10-09 08:00,13.1,1.5,.15,15.9
156,堡林,2022-10-09 09:00,13.3,1.5,.28,16.8
156,堡林,2022-10-09 10:00,13.7,1.6,.47,17.9
156,堡林,2022-10-09 11:00,14.6,1.3,.61,19.2
156,堡林,2022-10-09 12:00,14.9,2,.76,20.1
156,堡林,2022-10-09 13:00,15.5,1.4,.87,21.1
156,堡林,2022-10-09 14:00,15.8,1.8,.64,20.6
156,堡林,2022-10-09 15:00,16.2,1.8,.58,20.4
156,堡林,2022-10-09 16:00,16.1,1.3,.35,19.4
156,堡林,2022-10-09 17:00,15.9,.8,.22,18.7
156,堡林,2022-10-09 18:00,15.2,.8,.09,17.8
156,堡林,2022-10-09 19:00,15.3,.9,.06,17.4
156,堡林,2022-10-09 20:00,14,.9,,16.5
156,堡林,2022-10-09 21:00,13.9,.1,,16.2
156,堡林,2022-10-09 22:00,13.8,.9,,16
156,堡林,2022-10-09 23:00,13.5,.2,,15.2
156,堡林,2022-10-10 00:00,13.5,.1,,14.5
156,堡林,2022-10-10 01:00,12.9,.1,,13.6
156,堡林,2022-10-10 02:00,12.8,.1,,13.8
156,堡林,2022-10-10 03:00,12.8,1.2,,13.3
156,堡林,2022-10-10 04:00,12.3,1.3,,13.1
156,堡林,2022-10-10 05:00,12.2,1.4,,12.3
156,堡林,2022-10-10 06:00,11.2,.2,,12.1
156,堡林,2022-10-10 07:00,12.3,2.3,.08,12.1
156,堡林,2022-10-10 08:00,11,.9,.2,13.1
156,堡林,2022-10-10 09:00,12.8,.6,.74,15.5
156,堡林,2022-10-10 10:00,14.5,2,1.72,19.7
156,堡林,2022-10-10 11:00,13.9,3.1,1.78,20.5
156,堡林,2022-10-10 12:00,14.7,2.4,1.56,19.8
156,堡林,2022-10-10 13:00,15.1,2.7,1.46,20
156,堡林,2022-10-10 14:00,15,1.2,2.2,23.2
156,堡林,2022-10-10 15:00,15,2.6,.99,21.4
156,堡林,2022-10-10 16:00,13.7,1.6,.72,19.4
156,堡林,2022-10-10 17:00,14.4,2.6,.84,17.5
156,堡林,2022-10-10 18:00,13.5,1.9,.26,15.1
156,堡林,2022-10-10 19:00,13.3,2.3,.06,13.2
156,堡林,2022-10-10 20:00,11.1,2.1,,13.3
156,堡林,2022-10-10 21:00,11.3,2.8,,13
156,堡林,2022-10-10 22:00,10.7,1.7,,12.8
156,堡林,2022-10-10 23:00,10.9,2,,12.9
156,堡林,2022-10-11 00:00,11.1,1.3,,12.9
156,堡林,2022-10-11 01:00,11.5,1.1,,13
156,堡林,2022-10-11 02:00,11.6,1.2,,12.8
156,堡林,2022-10-11 03:00,11.3,1,,12.2
156,堡林,2022-10-11 04:00,11.5,.7,,11.1
156,堡林,2022-10-11 05:00,11.5,.8,,10.4
156,堡林,2022-10-11 06:00,11.7,.2,,11.3
156,堡林,2022-10-11 07:00,12.2,.9,.07,11.8
156,堡林,2022-10-11 08:00,12.8,.7,.38,13
156,堡林,2022-10-11 09:00,13.7,2,1.16,15.8
156,堡林,2022-10-11 10:00,15.1,3.4,1.81,19.6
156,堡林,2022-10-11 11:00,16.2,2.7,2.43,22.7
156,堡林,2022-10-11 12:00,17.1,2.4,2.71,25.5
156,堡林,2022-10-11 13:00,17.7,1.7,2.79,28.1
156,堡林,2022-10-11 14:00,18.2,1.6,2.63,29.6
156,堡林,2022-10-11 15:00,18.4,2.2,2.25,29
156,堡林,2022-10-11 16:00,18.3,1.4,1.66,26.1
156,堡林,2022-10-11 17:00,17.3,1.2,.96,20.9
156,堡林,2022-10-11 18:00,15.4,.9,.3,17.4
156,堡林,2022-10-11 19:00,14.4,1.6,.05,15.2
156,堡林,2022-10-11 20:00,13.5,.7,,13.9
156,堡林,2022-10-11 21:00,12.8,.9,,12.9
156,堡林,2022-10-11 22:00,12.3,1,,12.1
156,堡林,2022-10-11 23:00,11.8,1.1,,11.5
156,堡林,2022-10-12 00:00,10.9,1.3,,10.9
156,堡林,2022-10-12 01:00,10.7,1.2,,10.3
156,堡林,2022-10-12 02:00,10.3,1.2,,9.9
156,堡林,2022-10-12 03:00,10.1,1.2,,9.5
156,堡林,2022-10-12 04:00,9.9,1.3,,9.2
156,堡林,2022-10-12 05:00,9.1,1.1,,8.6
156,堡林,2022-10-12 06:00,8.6,1,,8.1
156,堡林,2022-10-12 07:00,8.6,.5,,8
156,堡林,2022-10-12 08:00,9.6,.5,,9
156,堡林,2022-10-12 09:00,12.7,.6,,15.2
156,堡林,2022-10-12 10:00,14.9,1.4,,19.7
156,堡林,2022-10-12 11:00,16.9,1.9,,24.3
156,堡林,2022-10-12 12:00,18.6,.7,,28.6
156,堡林,2022-10-12 13:00,20,1.1,,31.1
156,堡林,2022-10-12 14:00,21,.6,,31.9
156,堡林,2022-10-12 15:00,21,1.2,,31
156,堡林,2022-10-12 16:00,21.5,1.7,,28.1
156,堡林,2022-10-12 17:00,20.6,1.7,,23
156,堡林,2022-10-12 18:00,18.2,1.2,,19.4
156,堡林,2022-10-12 19:00,17.4,1.1,,17.1
156,堡林,2022-10-12 20:00,16.6,.7,,15.8
156,堡林,2022-10-12 21:00,15.4,.8,,14.7
156,堡林,2022-10-12 22:00,14.3,.2,,13.9
156,堡林,2022-10-12 23:00,14.3,.6,,13.2
156,堡林,2022-10-13 00:00,12.8,.2,,12.7
156,堡林,2022-10-13 01:00,12.7,1.1,,12.2
156,堡林,2022-10-13 02:00,12.5,.4,,11.7
156,堡林,2022-10-13 03:00,11.9,.9,,11.2
156,堡林,2022-10-13 04:00,12.2,1.5,,11.1
156,堡林,2022-10-13 05:00,12.4,2.1,,11
156,堡林,2022-10-13 06:00,12.7,.3,,10.9
156,堡林,2022-10-13 07:00,11.6,.6,0,10.4
156,堡林,2022-10-13 08:00,12.5,.7,0,11.4
156,堡林,2022-10-13 09:00,16.1,1.7,0,16.7
156,堡林,2022-10-13 10:00,18.5,2.3,.31,21.6
156,堡林,2022-10-13 11:00,20,2.2,2.36,26.2
156,堡林,2022-10-13 12:00,20.8,1.1,2.66,29.9
156,堡林,2022-10-13 13:00,21.7,1.6,2.72,31.9
156,堡林,2022-10-13 14:00,22.5,1.9,2.56,32.8
156,堡林,2022-10-13 15:00,22.7,1,2.19,31.9
156,堡林,2022-10-13 16:00,23,1.4,1.59,29.1
156,堡林,2022-10-13 17:00,22.3,1.8,.92,24.4
156,堡林,2022-10-13 18:00,20.5,.8,.27,20.9
156,堡林,2022-10-13 19:00,18.8,1.4,.05,18.7
156,堡林,2022-10-13 20:00,18.1,.2,,17.2
156,堡林,2022-10-13 21:00,17.2,1.2,,16.2
156,堡林,2022-10-13 22:00,16.1,.8,,15.3
156,堡林,2022-10-13 23:00,15.7,.3,,14.6
156,堡林,2022-10-14 00:00,14.8,.4,,14
156,堡林,2022-10-14 01:00,14.4,.5,,13.5
156,堡林,2022-10-14 02:00,13.4,0,,13
156,堡林,2022-10-14 03:00,13.2,.1,,12.7
156,堡林,2022-10-14 04:00,13.1,0,,12.9
156,堡林,2022-10-14 05:00,12.9,.4,,12.2
156,堡林,2022-10-14 06:00,12.6,0,,12.6
156,堡林,2022-10-14 07:00,12.8,0,.07,13.1
156,堡林,2022-10-14 08:00,13.6,.5,.28,14.7
156,堡林,2022-10-14 09:00,15.3,.8,.8,18
156,堡林,2022-10-14 10:00,17.7,.4,1.75,27.4
156,堡林,2022-10-14 11:00,19.8,1.6,2.26,32.8
156,堡林,2022-10-14 12:00,20.6,.7,2.58,36.6
156,堡林,2022-10-14 13:00,22.1,1,2.64,39.1
156,堡林,2022-10-14 14:00,22.9,1.2,2.46,39
156,堡林,2022-10-14 15:00,23.8,1.3,2.14,36.7
156,堡林,2022-10-14 16:00,23.8,1.1,1.58,31.1
156,堡林,2022-10-14 17:00,22.8,.3,.88,23.3
156,堡林,2022-10-14 18:00,20.5,1.2,.25,19.7
156,堡林,2022-10-14 19:00,19,0,,17.3
156,堡林,2022-10-14 20:00,18.2,.1,,16
156,堡林,2022-10-14 21:00,17.6,.8,,15.3
156,堡林,2022-10-14 22:00,17.7,.5,,15.9
156,堡林,2022-10-14 23:00,16.8,.1,,15.5
156,堡林,2022-10-15 00:00,16.2,.3,,14.1
156,堡林,2022-10-15 01:00,15.4,.3,,13.5
156,堡林,2022-10-15 02:00,14.6,0,,12.9
156,堡林,2022-10-15 03:00,14.4,0,,12.6
156,堡林,2022-10-15 04:00,14.2,.7,,12.5
156,堡林,2022-10-15 05:00,13.8,.2,,13.1
156,堡林,2022-10-15 06:00,13.6,0,,12.4
156,堡林,2022-10-15 07:00,13.2,0,.07,12
156,堡林,2022-10-15 08:00,13.3,.6,.26,12.7
156,堡林,2022-10-15 09:00,15.5,.3,1.05,17.1
156,堡林,2022-10-15 10:00,17.7,1.2,1.76,23
156,堡林,2022-10-15 11:00,20,1.2,2.25,28.7
156,堡林,2022-10-15 12:00,21.8,.5,2.52,33.5
156,堡林,2022-10-15 13:00,23.3,.7,2.6,37.6
156,堡林,2022-10-15 14:00,23.8,.7,2.39,39
156,堡林,2022-10-15 15:00,25.1,.8,2.02,38.2
156,堡林,2022-10-15 16:00,24.8,.3,1.5,35.5
156,堡林,2022-10-15 17:00,24.5,1.6,.85,26.8
156,堡林,2022-10-15 18:00,22.3,.8,.24,21.4
156,堡林,2022-10-15 19:00,20.4,.9,,19.2
156,堡林,2022-10-15 20:00,19.2,2.1,,17.9
156,堡林,2022-10-15 21:00,18,1.3,,16.8
156,堡林,2022-10-15 22:00,17.8,2,,16.3
156,堡林,2022-10-15 23:00,17.6,.6,,15.4
156,堡林,2022-10-16 00:00,16.9,0,,15.1
156,堡林,2022-10-16 01:00,16.4,0,,14.6
156,堡林,2022-10-16 02:00,16.2,0,,14.4
156,堡林,2022-10-16 03:00,15.5,0,,13.8
156,堡林,2022-10-16 04:00,14.9,0,,13.3
156,堡林,2022-10-16 05:00,14.5,0,,13.2
156,堡林,2022-10-16 06:00,14.2,0,,12.7
156,堡林,2022-10-16 07:00,13.7,.5,.07,12.8
156,堡林,2022-10-16 08:00,14.4,0,.35,14.3
156,堡林,2022-10-16 09:00,16.2,.1,1.05,18.3
156,堡林,2022-10-16 10:00,17.9,.6,1.66,23.8
156,堡林,2022-10-16 11:00,20.1,.7,2.16,29.5
156,堡林,2022-10-16 12:00,21.7,.7,2.45,34.6
156,堡林,2022-10-16 13:00,23.2,1.1,2.44,38.1
156,堡林,2022-10-16 14:00,23.1,1.7,2.11,36.6
156,堡林,2022-10-16 15:00,23.5,1.7,1.4,35.1
156,堡林,2022-10-16 16:00,21.9,1.3,1.42,32.4
156,堡林,2022-10-16 17:00,20.8,.5,.8,25.3
156,堡林,2022-10-16 18:00,19.9,.8,.22,20.5
156,堡林,2022-10-16 19:00,19.1,.9,,18.1
156,堡林,2022-10-16 20:00,18.6,.6,,18
156,堡林,2022-10-16 21:00,17.7,.3,,16.9
156,堡林,2022-10-16 22:00,17.5,.1,,17.3
156,堡林,2022-10-16 23:00,16.8,.6,,17
156,堡林,2022-10-17 00:00,16.3,1.2,,15.7
156,堡林,2022-10-17 01:00,15.6,1,,14.6
156,堡林,2022-10-17 02:00,15,.3,,13.9
156,堡林,2022-10-17 03:00,15.4,.2,,14
156,堡林,2022-10-17 04:00,15.9,.1,,15.2
156,堡林,2022-10-17 05:00,16.1,.5,,15.9
156,堡林,2022-10-17 06:00,16,1.2,,15.7
156,堡林,2022-10-17 07:00,15.6,1.7,.06,15.2
156,堡林,2022-10-17 08:00,15.1,1.9,.22,15.5
156,堡林,2022-10-17 09:00,16,1.9,.95,17.7
156,堡林,2022-10-17 10:00,16.3,2.5,1.72,22.6
156,堡林,2022-10-17 11:00,16.8,2.6,2.29,27.6
156,堡林,2022-10-17 12:00,17.7,2.3,2.63,31.7
156,堡林,2022-10-17 13:00,17.1,2.3,2.97,34.5
156,堡林,2022-10-17 14:00,17,2.5,2.57,35
156,堡林,2022-10-17 15:00,15.8,2.5,2.21,32.4
156,堡林,2022-10-17 16:00,14.6,2.2,1.59,28.3
156,堡林,2022-10-17 17:00,13.5,2.8,.87,19.1
156,堡林,2022-10-17 18:00,12.4,3.6,.25,14.9
156,堡林,2022-10-17 19:00,11.8,2.5,,12.8
156,堡林,2022-10-17 20:00,11.5,2.4,,11.8
156,堡林,2022-10-17 21:00,11.3,2.3,,11.5
156,堡林,2022-10-17 22:00,11.2,1.5,,11.2
156,堡林,2022-10-17 23:00,10.7,1.9,,10.4
156,堡林,2022-10-18 00:00,10.5,1.9,,10.4
156,堡林,2022-10-18 01:00,9.6,2.1,,9.4
156,堡林,2022-10-18 02:00,9.3,2.6,,8.5
156,堡林,2022-10-18 03:00,9.4,3.1,,8.2
156,堡林,2022-10-18 04:00,8.9,2.6,,7.6
156,堡林,2022-10-18 05:00,8.4,1.1,,6.8
156,堡林,2022-10-18 06:00,7.8,1.2,,6.6
156,堡林,2022-10-18 07:00,7.8,1.3,.06,6.5
156,堡林,2022-10-18 08:00,9.7,2.2,.4,7.5
156,堡林,2022-10-18 09:00,11.8,2,1.18,13.1
156,堡林,2022-10-18 10:00,12.8,3.4,1.86,18.8
156,堡林,2022-10-18 11:00,13.5,3.4,2.37,24.4
156,堡林,2022-10-18 12:00,13.9,3,2.66,28.7
156,堡林,2022-10-18 13:00,14.8,2.4,2.74,31.9
156,堡林,2022-10-18 14:00,15.1,3,2.57,32.6
156,堡林,2022-10-18 15:00,14.9,2.5,2.17,30.9
156,堡林,2022-10-18 16:00,14.3,2.9,1.58,27.9
156,堡林,2022-10-18 17:00,13.2,2,.89,18.2
156,堡林,2022-10-18 18:00,12.1,1.3,.25,13.5
156,堡林,2022-10-18 19:00,11.4,2.1,,11.5
156,堡林,2022-10-18 20:00,10.8,1.6,,9.9
156,堡林,2022-10-18 21:00,10.6,2,,9.3
156,堡林,2022-10-18 22:00,8.8,.8,,8.1
156,堡林,2022-10-18 23:00,9.6,.6,,7.4
156,堡林,2022-10-19 00:00,8.4,.6,,6.7
156,堡林,2022-10-19 01:00,7.8,0,,6.2
156,堡林,2022-10-19 02:00,7,0,,5.7
156,堡林,2022-10-19 03:00,6.1,0,,5.3
156,堡林,2022-10-19 04:00,5.8,0,,5
156,堡林,2022-10-19 05:00,5.3,.2,,4.7
156,堡林,2022-10-19 06:00,5,.1,,4.4
156,堡林,2022-10-19 07:00,5,.6,.06,4.4
156,堡林,2022-10-19 08:00,6.4,1,.39,5.4
156,堡林,2022-10-19 09:00,11,2.1,1.17,11.4
156,堡林,2022-10-19 10:00,13,2.9,1.85,18.3
156,堡林,2022-10-19 11:00,14.8,3,2.32,24.3
156,堡林,2022-10-19 12:00,15.9,3.3,2.61,29.3
156,堡林,2022-10-19 13:00,16.3,2.8,2.66,32.8
156,堡林,2022-10-19 14:00,16.8,1.5,2.48,34.4
156,堡林,2022-10-19 15:00,17.1,2.4,2.09,32.5
156,堡林,2022-10-19 16:00,16.9,2.7,1.49,29.1
156,堡林,2022-10-19 17:00,15.5,1.2,.8,19.8
156,堡林,2022-10-19 18:00,14.2,1.6,.22,15.1
156,堡林,2022-10-19 19:00,13.4,2.1,,12.9
156,堡林,2022-10-19 20:00,11.5,1.1,,10.9
156,堡林,2022-10-19 21:00,11.3,1.5,,9.9
156,堡林,2022-10-19 22:00,10.4,1,,8.8
156,堡林,2022-10-19 23:00,11,.9,,8.1
156,堡林,2022-10-20 00:00,10,.2,,7.6
156,堡林,2022-10-20 01:00,8.9,0,,7
156,堡林,2022-10-20 02:00,8.4,0,,6.5
156,堡林,2022-10-20 03:00,8.1,0,,6.2
156,堡林,2022-10-20 04:00,7.2,0,,5.5
156,堡林,2022-10-20 05:00,6.8,0,,5
156,堡林,2022-10-20 06:00,6.5,.7,,4.6
156,堡林,2022-10-20 07:00,6,.7,.06,4.4
156,堡林,2022-10-20 08:00,7.7,.7,.38,5.6
156,堡林,2022-10-20 09:00,11.8,2.4,1.17,11.4
156,堡林,2022-10-20 10:00,13.8,2.7,1.85,18.4
156,堡林,2022-10-20 11:00,16.5,2.4,2.33,25.3
156,堡林,2022-10-20 12:00,18,1.8,2.61,30.8
156,堡林,2022-10-20 13:00,19.3,.9,2.67,35.1
156,堡林,2022-10-20 14:00,19.6,1.3,2.48,36.8
156,堡林,2022-10-20 15:00,21.2,.8,2.06,35.6
156,堡林,2022-10-20 16:00,21,1.3,1.48,32
156,堡林,2022-10-20 17:00,19.8,.2,.81,21.5
156,堡林,2022-10-20 18:00,18.6,.6,.2,16.2
156,堡林,2022-10-20 19:00,16.5,1.2,,13.2
156,堡林,2022-10-20 20:00,14.7,1.4,,12.3
156,堡林,2022-10-20 21:00,14.2,.9,,11.4
156,堡林,2022-10-20 22:00,13.6,0,,11.1
156,堡林,2022-10-20 23:00,12.9,0,,10.5
156,堡林,2022-10-21 00:00,12.8,.5,,10.3
156,堡林,2022-10-21 01:00,12.1,.3,,10.2
156,堡林,2022-10-21 02:00,11.6,0,,10
156,堡林,2022-10-21 03:00,10.9,.6,,9.6
156,堡林,2022-10-21 04:00,10,.2,,9
156,堡林,2022-10-21 05:00,10,.7,,8.4
156,堡林,2022-10-21 06:00,9.1,.2,,7.8
156,堡林,2022-10-21 07:00,9.2,.5,.06,7.8
156,堡林,2022-10-21 08:00,10.8,.2,.41,10.2
156,堡林,2022-10-21 09:00,12.9,.4,.96,16.1
156,堡林,2022-10-21 10:00,14.8,.6,1.28,20.7
156,堡林,2022-10-21 11:00,17.5,.7,2.17,28.8
156,堡林,2022-10-21 12:00,18.4,.4,1.39,27.6
156,堡林,2022-10-21 13:00,19.4,.2,1.27,28.6
156,堡林,2022-10-21 14:00,19.1,.6,1.19,29.4
156,堡林,2022-10-21 15:00,18.9,1,.78,24.8
156,堡林,2022-10-21 16:00,18.7,1.3,.36,22
156,堡林,2022-10-21 17:00,17.7,.9,.18,19.7
156,堡林,2022-10-21 18:00,17.2,1.1,.08,17.8
156,堡林,2022-10-21 19:00,16.6,.8,,17
156,堡林,2022-10-21 20:00,16.3,.1,,16.4
156,堡林,2022-10-21 21:00,15.7,.8,,16.1
156,堡林,2022-10-21 22:00,15.8,.6,,15.7
156,堡林,2022-10-21 23:00,15.3,.9,,15.5
156,堡林,2022-10-22 00:00,15.3,.6,,15.4
156,堡林,2022-10-22 01:00,15.1,0,,15.2
156,堡林,2022-10-22 02:00,15.1,.1,,14.8
156,堡林,2022-10-22 03:00,14.9,0,,14.6
156,堡林,2022-10-22 04:00,14.7,.3,,14.7
156,堡林,2022-10-22 05:00,14.3,.3,,14.7
156,堡林,2022-10-22 06:00,13.9,.3,,13.5
156,堡林,2022-10-22 07:00,13.8,.1,.06,13.4
156,堡林,2022-10-22 08:00,14.7,.5,.38,14.9
156,堡林,2022-10-22 09:00,17.6,1.7,1.16,18.7
156,堡林,2022-10-22 10:00,18.5,1.9,1.45,22.2
156,堡林,2022-10-22 11:00,19.9,.6,2.06,27.1
156,堡林,2022-10-22 12:00,21.2,1.6,2.4,32
156,堡林,2022-10-22 13:00,21.8,1.5,2.5,34.9
156,堡林,2022-10-22 14:00,22.1,1.5,2.31,36.4
156,堡林,2022-10-22 15:00,22.6,1,1.96,35.6
156,堡林,2022-10-22 16:00,22.1,1.5,1.36,31.9
156,堡林,2022-10-22 17:00,20.6,1.4,.74,22.3
156,堡林,2022-10-22 18:00,18.7,1,.18,17.9
156,堡林,2022-10-22 19:00,17.1,1.2,,15.4
156,堡林,2022-10-22 20:00,16.9,.5,,13.7
156,堡林,2022-10-22 21:00,15.3,.6,,12.4
156,堡林,2022-10-22 22:00,14.8,.2,,11.9
156,堡林,2022-10-22 23:00,14.3,.6,,11.6
156,堡林,2022-10-23 00:00,13.9,.5,,11.1
156,堡林,2022-10-23 01:00,13.6,.7,,10.8
156,堡林,2022-10-23 02:00,13.7,.4,,10.9
156,堡林,2022-10-23 03:00,13.7,.7,,11.7
156,堡林,2022-10-23 04:00,13.3,.6,,11.3
156,堡林,2022-10-23 05:00,13.3,.7,,12.6
156,堡林,2022-10-23 06:00,12.7,0,,11
156,堡林,2022-10-23 07:00,12.4,.1,.06,10.9
156,堡林,2022-10-23 08:00,13,.5,.27,12.2
156,堡林,2022-10-23 09:00,15,1.2,.92,15.9
156,堡林,2022-10-23 10:00,16.9,1.4,1.44,20.8
156,堡林,2022-10-23 11:00,17.7,2.4,2.09,27.3
156,堡林,2022-10-23 12:00,18.6,1.8,2.25,31
156,堡林,2022-10-23 13:00,19.3,1.7,2.45,34.3
156,堡林,2022-10-23 14:00,19.8,2.1,2.35,34.9
156,堡林,2022-10-23 15:00,19,2.2,2.01,33.7
156,堡林,2022-10-23 16:00,18.3,2,1.46,29.7
156,堡林,2022-10-23 17:00,16.5,1.9,.76,19.3
156,堡林,2022-10-23 18:00,15,2,.19,15.4
156,堡林,2022-10-23 19:00,13.9,2.1,,13.2
156,堡林,2022-10-23 20:00,13.1,1,,12
156,堡林,2022-10-23 21:00,12.7,1.1,,10.4
156,堡林,2022-10-23 22:00,12.4,.7,,9.3
156,堡林,2022-10-23 23:00,12.1,1,,8.6
156,堡林,2022-10-24 00:00,11.1,1,,8
156,堡林,2022-10-24 01:00,11.1,.6,,7.5
156,堡林,2022-10-24 02:00,10.9,.2,,7.1
156,堡林,2022-10-24 03:00,10.7,0,,6.8
156,堡林,2022-10-24 04:00,10.7,.2,,6.7
156,堡林,2022-10-24 05:00,9.8,.7,,6.9
156,堡林,2022-10-24 06:00,9.5,0,,7.2
156,堡林,2022-10-24 07:00,8.8,.8,.05,6.9
156,堡林,2022-10-24 08:00,9.9,.4,.26,8
156,堡林,2022-10-24 09:00,13,1,1.09,13.9
156,堡林,2022-10-24 10:00,14.1,2.6,1.61,19.1
156,堡林,2022-10-24 11:00,14.7,2.4,2.17,24.2
156,堡林,2022-10-24 12:00,15.1,2.4,2.57,28.9
156,堡林,2022-10-24 13:00,15.2,2.4,2.62,31
156,堡林,2022-10-24 14:00,15.3,3.1,2.46,31.5
156,堡林,2022-10-24 15:00,15.1,2.6,2.1,30.1
156,堡林,2022-10-24 16:00,14.6,1.8,1.48,26.3
156,堡林,2022-10-24 17:00,12.9,2.6,.79,15.8
156,堡林,2022-10-24 18:00,11.7,2.2,.19,12.2
156,堡林,2022-10-24 19:00,11.3,1.2,,10.1
156,堡林,2022-10-24 20:00,11.2,2,,9
156,堡林,2022-10-24 21:00,9.2,2.3,,7.3
